id,name,provider,rank,categories,imageUrl,localImage
"1336","ITERO","","1379","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201122.webp","images/unknown__ITERO__1336.webp"
"1337","Jawsome Pirates","","1380","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201473.webp","images/unknown__Jawsome_Pirates__1337.webp"
"1338","Jelly Slice","","1381","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201355.webp","images/unknown__Jelly_Slice__1338.webp"
"1339","Joker Bombs","","1382","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201090.webp","images/unknown__Joker_Bombs__1339.webp"
"1340","Junkyard Kings","","1383","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201429.webp","images/unknown__Junkyard_Kings__1340.webp"
"1341","Keep","","1384","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201216.webp","images/unknown__Keep__1341.webp"
"1342","Le King","","1386","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201561.webp","images/unknown__Le_King__1342.webp"
"1343","Le Pharaoh","","1387","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201454.webp","images/unknown__Le_Pharaoh__1343.webp"
"1344","Le Viking","","1388","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201501.webp","images/unknown__Le_Viking__1344.webp"
"1345","Let It Snow","","1389","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201061.webp","images/unknown__Let_It_Snow__1345.webp"
"1346","Life And Death","","1390","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201524.webp","images/unknown__Life_And_Death__1346.webp"
"1347","Lines","","1392","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201268.webp","images/unknown__Lines__1347.webp"
"1348","Lucky Multifruit","","1393","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201479.webp","images/unknown__Lucky_Multifruit__1348.webp"
"1349","Mafia Clash","","1394","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201424.webp","images/unknown__Mafia_Clash__1349.webp"
"1350","Magic Piggy","","1395","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201212.webp","images/unknown__Magic_Piggy__1350.webp"
"1351","Marlin Masters","","1396","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201503.webp","images/unknown__Marlin_Masters__1351.webp"
"1352","Mayan Stackways","","1397","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201232.webp","images/unknown__Mayan_Stackways__1352.webp"
"1353","Miami Multiplier","","1400","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201055.webp","images/unknown__Miami_Multiplier__1353.webp"
"1354","Mighty Masks","","1401","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201240.webp","images/unknown__Mighty_Masks__1354.webp"
"1355","Diamond Syndicate","","1402","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3077/SL21.webp","images/unknown__Diamond_Syndicate__1355.webp"
"1356","Royal Siege","","1403","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3077/SL34.webp","images/unknown__Royal_Siege__1356.webp"
"1357","The Egyptian Animal","","1404","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3077/SL37.webp","images/unknown__The_Egyptian_Animal__1357.webp"
"1358","Rising Stars","","1405","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3077/SL38.webp","images/unknown__Rising_Stars__1358.webp"
"1359","Freaky Franky","","1406","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3077/SL39.webp","images/unknown__Freaky_Franky__1359.webp"
"1360","Commission Baccarat","","1407","EVOCASHREBATE|Live","https://cp-images.casinoplus.live/images/cpms/26-05/4186_EDHS02_h5_260521172028.webp","images/unknown__Commission_Baccarat__1360.webp"
"1361","Tongits Go","JILI","1408","Slots|Poker","https://cp-images.casinoplus.live/images/cpms/jili/mobile/199.webp","images/JILI__Tongits_Go__1361.webp"
"1362","High Limit Baccarat","","1409","EVOCASHREBATE|Live","https://cp-images.casinoplus.live/images/cpms/26-05/4186_E007_h5_260521172056.webp","images/unknown__High_Limit_Baccarat__1362.webp"
"1363","3 Charge Buffalo","JILI","1410","Slots","https://cp-images.casinoplus.live/images/cpms/jili/mobile/460.webp","images/JILI__3_Charge_Buffalo__1363.webp"
"1364","3 Coin Treasures 2","JILI","1411","Slots","https://cp-images.casinoplus.live/images/cpms/jili/mobile/472.webp","images/JILI__3_Coin_Treasures_2__1364.webp"
"1365","Legacy of Egypt","","1412","High Cash Rebate|Slots","https://cp-images.casinoplus.live/images/cpms/26-07/3001_180_h5_260701193237.webp","images/unknown__Legacy_of_Egypt__1365.webp"
"1366","Money Coming 2","JILI","1413","Slots","https://cp-images.casinoplus.live/images/cpms/jili/mobile/543.webp","images/JILI__Money_Coming_2__1366.webp"
"1367","Nightfall Hunting","JILI","1414","Slots","https://cp-images.casinoplus.live/images/cpms/jili/mobile/324.webp","images/JILI__Nightfall_Hunting__1367.webp"
"1368","Party Star","JILI","1415","Slots","https://cp-images.casinoplus.live/images/cpms/jili/mobile/240.webp","images/JILI__Party_Star__1368.webp"
"1369","Pirate Queen 2","","1416","High Cash Rebate|Slots","https://cp-images.casinoplus.live/images/cpms/26-07/3001_461_h5_260701201625.webp","images/unknown__Pirate_Queen_2__1369.webp"
"1370","Rapid Gems 777","JILI","1417","Slots","https://cp-images.casinoplus.live/images/cpms/jili/mobile/448.webp","images/JILI__Rapid_Gems_777__1370.webp"
"1371","Shōgun","JILI","1418","Slots","https://cp-images.casinoplus.live/images/cpms/jili/mobile/376.webp","images/JILI__Sh_gun__1371.webp"
"1372","Super Ace 2","JILI","1419","Slots","https://cp-images.casinoplus.live/images/cpms/jili/mobile/542.webp","images/JILI__Super_Ace_2__1372.webp"
"1373","Fortune Money Boom","FC","1420","Slots","https://cp-images.casinoplus.live/images/cpms/fc/mobile/n22058.webp","images/FC__Fortune_Money_Boom__1373.webp"
"1374","Phoenix Fever Jackpot","FC","1421","Slots","https://cp-images.casinoplus.live/images/cpms/fc/mobile/n22073.webp","images/FC__Phoenix_Fever_Jackpot__1374.webp"
"1375","Phoenix Fever","FC","1422","Slots","https://cp-images.casinoplus.live/images/cpms/fc/mobile/22072.webp","images/FC__Phoenix_Fever__1375.webp"
"1376","Treasures of Odin","FC","1423","Slots","https://cp-images.casinoplus.live/images/cpms/fc/mobile/n22067.webp","images/FC__Treasures_of_Odin__1376.webp"
"1377","Buffalo Ways","FC","1424","Slots","https://cp-images.casinoplus.live/images/cpms/fc/mobile/n22069.webp","images/FC__Buffalo_Ways__1377.webp"
"1378","Cyber God of Fortune","FC","1425","Slots","https://cp-images.casinoplus.live/images/cpms/fc/mobile/n22070.webp","images/FC__Cyber_God_of_Fortune__1378.webp"
"1379","Sword Of King","FC","1426","Slots","https://cp-images.casinoplus.live/images/cpms/fc/mobile/n22075.webp","images/FC__Sword_Of_King__1379.webp"
"1380","Boxing Riches","FC","1427","Slots","https://cp-images.casinoplus.live/images/cpms/fc/mobile/n22065.webp","images/FC__Boxing_Riches__1380.webp"
"1381","Mole Crash","JDB","1428","Slots","https://cp-images.casinoplus.live/images/cpms/jdb/mobile/9_9020.webp","images/JDB__Mole_Crash__1381.webp"
"1382","Dazzle Me","EGS","1429","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/dazzler400000000v2.webp","images/EGS__Dazzle_Me__1382.webp"
"1383","Dead Or Alive","EGS","1430","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/deadoraliver4000v2.webp","images/EGS__Dead_Or_Alive__1383.webp"
"1384","Blood Suckers","EGS","1431","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/bloodsuckersj0r3v2.webp","images/EGS__Blood_Suckers__1384.webp"
"1385","Gordon Ramsay Hell","EGS","1432","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/hellskitchenr000v2.webp","images/EGS__Gordon_Ramsay_Hell__1385.webp"
"1386","Fruit Shop Megaways","EGS","1433","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/fruitshopawaysr3v2.webp","images/EGS__Fruit_Shop_Megaways__1386.webp"
"1387","Butterfly Staxx","EGS","1434","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/butterflystaxxr4v2.webp","images/EGS__Butterfly_Staxx__1387.webp"
"1388","Fruit Shop","EGS","1435","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/fruitshopr400000v2.webp","images/EGS__Fruit_Shop__1388.webp"
"1389","Dazzle Me Megaways","EGS","1436","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/dazzlemwr2000000v2.webp","images/EGS__Dazzle_Me_Megaways__1389.webp"
"1390","Cirque De La Fortune","EGS","1437","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/cirquedelafortunv2.webp","images/EGS__Cirque_De_La_Fortune__1390.webp"
"1391","Golden Tsar","EGS","1438","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/goldentsar000000v2.webp","images/EGS__Golden_Tsar__1391.webp"
"1392","Betty, Boris And Boo","EGS","1439","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/bettyborisandboov2.webp","images/EGS__Betty_Boris_And_Boo__1392.webp"
"1393","Riddle Of The Sphinx","EGS","1440","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/riddleofthesphinv2.webp","images/EGS__Riddle_Of_The_Sphinx__1393.webp"
"1394","Lucky Oktoberfest","EGS","1442","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/luckyoktoberfestv2.webp","images/EGS__Lucky_Oktoberfest__1394.webp"
"1395","Reel Keeper","EGS","1443","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/reelkeeper000000v2.webp","images/EGS__Reel_Keeper__1395.webp"
"1396","Zeus Lightning Power Reels","EGS","1444","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/zeuslightningpowv2.webp","images/EGS__Zeus_Lightning_Power_Reels__1396.webp"
"1397","Atlantis","EGS","1445","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/atlantis00000000v2.webp","images/EGS__Atlantis__1397.webp"
"1398","5 Families","EGS","1446","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/5families0000000v2.webp","images/EGS__5_Families__1398.webp"
"1399","Pirates","EGS","1447","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/piratespeforgoldv2.webp","images/EGS__Pirates__1399.webp"
"1400","Cash Ultimate","EGS","1448","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/cashultimate0000v2.webp","images/EGS__Cash_Ultimate__1400.webp"
"1401","Yucatan","EGS","1449","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/yucatansmystery0v2.webp","images/EGS__Yucatan__1401.webp"
"1402","Wild O","EGS","1450","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/wildoclock000000v2.webp","images/EGS__Wild_O__1402.webp"
"1403","4Squad","EGS","1451","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/4squad0000000000v2.webp","images/EGS__4Squad__1403.webp"
"1404","Aurum Codex","EGS","1452","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/aurumcodex000000v2.webp","images/EGS__Aurum_Codex__1404.webp"
"1405","Rio Stars","EGS","1453","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/riostars00000000v2.webp","images/EGS__Rio_Stars__1405.webp"
"1406","Diamond Blitz","EGS","1454","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/diamondblitz0000v2.webp","images/EGS__Diamond_Blitz__1406.webp"
"1407","Path Of Destiny","EGS","1455","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/pathofdestiny000v2.webp","images/EGS__Path_Of_Destiny__1407.webp"
"1408","Dice Dice Dice","EGS","1456","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/dicedicedice0000v2.webp","images/EGS__Dice_Dice_Dice__1408.webp"
"1409","Vault Cracker","EGS","1457","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/vaultcracker0000v2.webp","images/EGS__Vault_Cracker__1409.webp"
"1410","Multiplier Riches","EGS","1458","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/multiplierrichesv2.webp","images/EGS__Multiplier_Riches__1410.webp"
"1411","24 Hour Grand Prix","EGS","1459","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/24hourgrandprix0v2.webp","images/EGS__24_Hour_Grand_Prix__1411.webp"
"1412","Regal Beasts","EGS","1460","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/regalbeasts00000v2.webp","images/EGS__Regal_Beasts__1412.webp"
"1413","War Of Gods","EGS","1461","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/warofgods0000000v2.webp","images/EGS__War_Of_Gods__1413.webp"
"1414","Gonzo","EGS","1462","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/gonzosqumegawaysv2.webp","images/EGS__Gonzo__1414.webp"
"1415","10,001 Nights","EGS","1463","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/10001nights00000v2.webp","images/EGS__10_001_Nights__1415.webp"
"1416","Mystery Reels Power Reels","EGS","1464","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/mysteryreelspowev2.webp","images/EGS__Mystery_Reels_Power_Reels__1416.webp"
"1417","Well Of Wishes","EGS","1465","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/wellofwishes0000v2.webp","images/EGS__Well_Of_Wishes__1417.webp"
"1418","Bounty Raid","EGS","1466","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/bountyraid000000v2.webp","images/EGS__Bounty_Raid__1418.webp"
"1419","Vault Of Anubis","EGS","1467","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/vaultofanubis000v2.webp","images/EGS__Vault_Of_Anubis__1419.webp"
"1420","Da Vinci","EGS","1468","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/davincismystery0v2.webp","images/EGS__Da_Vinci__1420.webp"
"1421","Jingle Bells Power Reels","EGS","1469","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/jinglebellspowerv2.webp","images/EGS__Jingle_Bells_Power_Reels__1421.webp"
"1422","The Wild Hatter","EGS","1470","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/thewildhatter000v2.webp","images/EGS__The_Wild_Hatter__1422.webp"
"1423","Legendary Excalibur","EGS","1471","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/legendaryexcalibv2.webp","images/EGS__Legendary_Excalibur__1423.webp"
"1424","Lucky Fridays","EGS","1472","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/luckyfridays0000v2.webp","images/EGS__Lucky_Fridays__1424.webp"
"1425","Jewel Scarabs","EGS","1473","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/jewelscarabs0000v2.webp","images/EGS__Jewel_Scarabs__1425.webp"
"1426","777 Strike","EGS","1474","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/777strike0000000v2.webp","images/EGS__777_Strike__1426.webp"
"1427","Rainbow Jackpots Power Lines","EGS","1475","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/rainbowjackpotspv2.webp","images/EGS__Rainbow_Jackpots_Power_Lines__1427.webp"
"1428","Hoard Of Poseidon","EGS","1476","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/hoardofposeidon0v2.webp","images/EGS__Hoard_Of_Poseidon__1428.webp"
"1429","Cash Volt","EGS","1477","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/cashvolt00000000v2.webp","images/EGS__Cash_Volt__1429.webp"
"1430","Piggy Riches Megaways","EGS","1478","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/piggyrichesmegawv2.webp","images/EGS__Piggy_Riches_Megaways__1430.webp"
"1431","Aztec Spins","EGS","1479","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/aztecspins000000v2.webp","images/EGS__Aztec_Spins__1431.webp"
"1432","Bombuster","EGS","1480","Slots","https://cp-images.casinoplus.live/images/cpms/egs/slotsmobile/bombusterbombuster0000000_v1.webp","images/EGS__Bombuster__1432.webp"
"1433","Golden Leprechaun Megaways","EGS","1482","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/goldenleprechaunv2.webp","images/EGS__Golden_Leprechaun_Megaways__1433.webp"
"1434","Gems Gone Wild Power Reels","EGS","1483","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/gemsgonewildpowev2.webp","images/EGS__Gems_Gone_Wild_Power_Reels__1434.webp"
"1435","Sylvan Spirits","EGS","1485","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/sylvanspirits000v2.webp","images/EGS__Sylvan_Spirits__1435.webp"
"1436","Golden Cryptex","EGS","1486","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/goldencryptex000v2.webp","images/EGS__Golden_Cryptex__1436.webp"
"1437","Thor","EGS","1487","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/thorsvengeance00v2.webp","images/EGS__Thor__1437.webp"
"1438","Crystal Mirror","EGS","1488","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/crystalmirror000v2.webp","images/EGS__Crystal_Mirror__1438.webp"
"1439","Ancients Blessing DNT","EGS","1489","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/ancientsblessingv2.webp","images/EGS__Ancients_Blessing_DNT__1439.webp"
"1440","Legend Of Athena","EGS","1490","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/legendofathena00v2.webp","images/EGS__Legend_Of_Athena__1440.webp"
"1441","Regal Streak","EGS","1491","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/regalstreak00000v2.webp","images/EGS__Regal_Streak__1441.webp"
"1442","Clash Of The Beasts","EGS","1493","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/clashofthebeastsv2.webp","images/EGS__Clash_Of_The_Beasts__1442.webp"
"1443","Wings Of Ra","EGS","1494","Slots","https://cp-images.casinoplus.live/images/cpms/egs/mobile/wingsofra0000000v2.webp","images/EGS__Wings_Of_Ra__1443.webp"
"1444","Mines2","JDB","1495","Slots","https://cp-images.casinoplus.live/images/cpms/jdb/mobile/9_9021.webp","images/JDB__Mines2__1444.webp"
"1445","Olympig","JDB","1496","Slots","https://cp-images.casinoplus.live/images/cpms/jdb/mobile/0_6001.webp","images/JDB__Olympig__1445.webp"
"1446","Ragnarok : Thor VS Loki","JDB","1497","Slots","https://cp-images.casinoplus.live/images/cpms/jdb/mobile/0_14101.webp","images/JDB__Ragnarok_Thor_VS_Loki__1446.webp"
"1447","Fortune Jewel","JDB","1498","Slots","https://cp-images.casinoplus.live/images/cpms/jdb/mobile/0_14095.webp","images/JDB__Fortune_Jewel__1447.webp"
"1448","Pop Pop Candy 1000","JDB","1499","Slots","https://cp-images.casinoplus.live/images/cpms/jdb/mobile/0_14099.webp","images/JDB__Pop_Pop_Candy_1000__1448.webp"
